project_id,candidate_id,teacher_score,surrogate_score,absolute_error
P6,P6_T160,0.143917,0.257407,0.113490
P6,P6_T161,0.163156,0.268519,0.105363
P6,P6_T162,0.141478,0.251852,0.110374
P6,P6_T163,0.264114,0.266138,0.002024
P6,P6_T164,0.163156,0.268519,0.105363
P6,P6_T165,0.160284,0.268519,0.108235
P6,P6_T166,0.136166,0.246296,0.110130
P6,P6_T167,0.163156,0.268519,0.105363
P6,P6_T168,0.127983,0.240741,0.112758
P6,P6_T169,0.136166,0.246296,0.110130
P6,P6_T170,0.122672,0.235185,0.112513
P6,P6_T171,0.203640,0.301852,0.098212
P6,P6_T172,0.136166,0.246296,0.110130
P6,P6_T173,0.141478,0.251852,0.110374
P6,P6_T174,0.163156,0.268519,0.105363
P6,P6_T175,0.136166,0.246296,0.110130
P6,P6_T176,0.149661,0.257407,0.107746
P6,P6_T177,0.122672,0.235185,0.112513
P6,P6_T178,0.122672,0.235185,0.112513
P6,P6_T179,0.122672,0.235185,0.112513
P6,P6_T180,0.144431,0.251852,0.107421
P6,P6_T181,0.136166,0.246296,0.110130
P6,P6_T182,0.163156,0.268519,0.105363
P6,P6_T183,0.122672,0.235185,0.112513
P6,P6_T184,0.136166,0.246296,0.110130
P6,P6_T185,0.136166,0.246296,0.110130
P6,P6_T186,0.122672,0.235185,0.112513
P6,P6_T187,0.136166,0.246296,0.110130
P6,P6_T188,0.122672,0.235185,0.112513
P6,P6_T189,0.163156,0.268519,0.105363
P6,P6_T190,0.154972,0.262963,0.107991
P6,P6_T191,0.136166,0.246296,0.110130
P6,P6_T192,0.141478,0.251852,0.110374
P6,P6_T193,0.149661,0.257407,0.107746
P6,P6_T194,0.122672,0.235185,0.112513
P6,P6_T195,0.122672,0.235185,0.112513
P6,P6_T196,0.122672,0.235185,0.112513
P6,P6_T197,0.163237,0.268519,0.105282
P6,P6_T198,0.136166,0.246296,0.110130
P6,P6_T199,0.149661,0.257407,0.107746
P6,P6_T200,0.136166,0.246296,0.110130
